accession	seq_len	N_count	nearest_clade	dist_to_nearest_clade
EPI_ISL_429307	29623	0	20C-1	0
EPI_ISL_444870	29623	0	20C-1	0
EPI_ISL_429322	29623	0	20C-1	0
EPI_ISL_444856	29623	0	20C-1	0
EPI_ISL_436993	29623	0	20C-1	0
EPI_ISL_526941	29623	0	20C-1	0
EPI_ISL_429574	29623	0	20C-1	0
EPI_ISL_429519	29623	0	20C-1	0
EPI_ISL_429477	29623	0	20C-1	0
EPI_ISL_429557	29623	0	20C-1	0
EPI_ISL_429472	29623	0	20C-1	0
EPI_ISL_429552	29623	0	20C-1	0
EPI_ISL_436995	29623	0	20C-1	0
EPI_ISL_436967	29623	0	20C-1	0
EPI_ISL_452003	29623	0	20C-1	0
EPI_ISL_444884	29623	0	20C-1	0
EPI_ISL_429483	29623	0	20C-1	0
EPI_ISL_429481	29623	0	20C-1	0
EPI_ISL_436985	29623	0	20C-1	0
EPI_ISL_429485	29623	0	20C-1	0
EPI_ISL_437020	29623	0	20C-1	0
EPI_ISL_429488	29623	0	20C-1	0
EPI_ISL_539001	29623	0	20C-1	0
EPI_ISL_452065	29623	0	20C-1	0
EPI_ISL_444940	29623	0	20C-1	0
EPI_ISL_444929	29623	0	20C-1	0
EPI_ISL_429318	29623	0	20C-1	0
EPI_ISL_452066	29623	0	20C-1	0
EPI_ISL_429131	29623	0	20C-1	0
EPI_ISL_509007	29623	0	20A-3	0
EPI_ISL_455317	29623	0	19B-2	1
EPI_ISL_433356	29623	3	19A-1	0
EPI_ISL_451477	29623	0	20C-1	0
EPI_ISL_479224	29623	0	20B-2	0
EPI_ISL_547334	29623	218	20C-1	0
EPI_ISL_452410	29623	111	19A-1	0
EPI_ISL_478602	29623	1099	20B-2	0
EPI_ISL_462158	29623	0	20A-3	0
EPI_ISL_565903	29623	519	20C-1	0
EPI_ISL_563558	29623	1	20B-2	0
EPI_ISL_563863	29623	1	20B-2	0
EPI_ISL_532761	29623	1	20B-2	0
EPI_ISL_485014	29623	290	20C-1	0
EPI_ISL_565707	29623	0	20B-2	0
EPI_ISL_563588	29623	0	20B-2	0
EPI_ISL_565561	29623	0	20B-2	0
EPI_ISL_565695	29623	0	20B-2	0
EPI_ISL_563259	29623	0	20B-2	0
EPI_ISL_564808	29623	0	20B-2	0
EPI_ISL_565560	29623	0	20B-2	0
EPI_ISL_577501	29623	170	20A-3	0
EPI_ISL_541995	29623	1044	20C-1	0
EPI_ISL_497410	29623	0	20B-2	0
EPI_ISL_516424	29623	0	20B-2	0
EPI_ISL_574184	29623	1	20A-3	0
EPI_ISL_475586	29623	0	19B-2	1
EPI_ISL_465155	29623	98	19A-4	0
EPI_ISL_462342	29623	138	19A-3	0
EPI_ISL_486116	29623	4	20C-1	1
EPI_ISL_522924	29623	222	20C-1	1
EPI_ISL_435382	29623	576	20A-3	0
EPI_ISL_556163	29623	0	20B-2	0
EPI_ISL_558026	29623	0	20B-2	0
EPI_ISL_460273	29623	17	20A-2	0
EPI_ISL_551110	29623	1	20A-3	0
EPI_ISL_542980	29623	684	20C-1	0
EPI_ISL_540769	29623	514	20B-2	0
EPI_ISL_424120	29623	288	20B-2	0
EPI_ISL_483557	29623	28	19A-2	0
EPI_ISL_508063	29623	180	20A-2	0
EPI_ISL_541328	29623	507	20C-1	0
EPI_ISL_446213	29623	67	20B-2	0
EPI_ISL_541571	29623	219	20A-3	0
EPI_ISL_571712	29623	0	19B-3	0
EPI_ISL_537534	29623	2246	20C-1	0
EPI_ISL_430354	29623	0	20C-1	0
EPI_ISL_499994	29623	0	20A-3	0
EPI_ISL_437365	29623	0	20C-1	0
EPI_ISL_560762	29623	0	20C-1	0
EPI_ISL_476351	29623	1030	20B-2	0
EPI_ISL_474378	29623	291	20B-2	0
EPI_ISL_443403	29623	295	20B-2	0
EPI_ISL_452876	29623	4	20B-2	0
EPI_ISL_448038	29623	4	20B-2	0
EPI_ISL_493109	29623	872	20C-1	0
EPI_ISL_459177	29623	298	20B-2	0
EPI_ISL_474464	29623	282	20B-2	0
EPI_ISL_441318	29623	336	20A-3	0
EPI_ISL_422093	29623	0	19A-1	0
EPI_ISL_549054	29623	0	20B-2	0
EPI_ISL_532214	29623	0	20A-3	0
EPI_ISL_549892	29623	0	20C-1	0
EPI_ISL_461072	29623	1356	20A-2	0
EPI_ISL_444771	29623	0	20C-1	0
EPI_ISL_546742	29623	291	20C-1	0
EPI_ISL_543513	29623	5	20A-3	1
EPI_ISL_473136	29623	1494	20B-2	0
EPI_ISL_576995	29623	0	20B-1	0
EPI_ISL_427001	29623	124	19A-4	0
EPI_ISL_453619	29623	296	20B-1	0
EPI_ISL_457578	29623	296	20B-1	0
EPI_ISL_418137	29623	171	19A-1	0
EPI_ISL_555667	29623	258	20A-3	0
EPI_ISL_424899	29623	0	20A-3	0
EPI_ISL_542450	29623	921	20C-1	1
EPI_ISL_529610	29623	1	20B-1	0
EPI_ISL_512162	29623	0	20A-3	0
EPI_ISL_521138	29623	5	20B-2	0
EPI_ISL_573798	29623	0	20A-3	1
EPI_ISL_573797	29623	0	20A-3	1
EPI_ISL_576035	29623	0	20A-3	1
EPI_ISL_576084	29623	0	20A-3	1
EPI_ISL_473211	29623	20	20B-2	0
EPI_ISL_436477	29623	0	20C-1	0
EPI_ISL_468459	29623	14	19A-1	1
EPI_ISL_569048	29623	200	20C-1	0
EPI_ISL_472754	29623	4	20A-3	0
EPI_ISL_444763	29623	5	20C-1	0
EPI_ISL_530134	29623	602	20B-2	1
EPI_ISL_544125	29623	507	20C-1	0
EPI_ISL_418001	29623	0	20B-2	0
EPI_ISL_417995	29623	0	20B-2	0
EPI_ISL_428851	29623	0	20B-2	0
EPI_ISL_459977	29623	0	20B-2	0
EPI_ISL_522407	29623	0	20B-2	0
EPI_ISL_475095	29623	0	20B-2	0
EPI_ISL_454878	29623	0	20B-2	0
EPI_ISL_462193	29623	0	20B-2	0
EPI_ISL_451970	29623	0	20B-2	0
EPI_ISL_417992	29623	0	20B-2	0
EPI_ISL_500086	29623	0	20B-2	0
EPI_ISL_462224	29623	0	20B-2	0
EPI_ISL_418013	29623	0	20B-2	0
EPI_ISL_432727	29623	5	20A-3	0
EPI_ISL_470259	29623	295	20A-3	0
EPI_ISL_578259	29623	0	20A-3	0
EPI_ISL_457114	29623	259	20B-2	0
EPI_ISL_466109	29623	40	20A-3	0
EPI_ISL_560199	29623	11	20A-3	0
EPI_ISL_480980	29623	166	19B-2	1
EPI_ISL_418196	29623	0	20C-1	0
EPI_ISL_564091	29623	0	20B-2	0
EPI_ISL_468750	29623	1	20B-2	0
EPI_ISL_513172	29623	0	20A-1	2
EPI_ISL_548182	29623	0	20A-3	1
EPI_ISL_522100	29623	416	20B-2	0
EPI_ISL_431990	29623	809	19A-1	0
EPI_ISL_419913	29623	0	19A-4	0
EPI_ISL_496095	29623	312	20A-3	0
EPI_ISL_516334	29623	41	20C-1	1
EPI_ISL_438815	29623	93	20A-3	0
EPI_ISL_433342	29623	93	20A-3	0
EPI_ISL_440244	29623	296	20A-3	0
EPI_ISL_443656	29623	296	20A-3	0
EPI_ISL_442167	29623	296	20A-3	0
EPI_ISL_566060	29623	165	20B-2	1
EPI_ISL_487758	29623	0	20A-3	0
EPI_ISL_532245	29623	154	20B-2	0
EPI_ISL_423934	29623	321	19A-4	0
EPI_ISL_539251	29623	75	20A-3	0
EPI_ISL_456457	29623	191	19A-2	0
EPI_ISL_447976	29623	291	20B-2	0
EPI_ISL_543951	29623	553	20A-3	0
EPI_ISL_549809	29623	1	20A-3	0
EPI_ISL_555704	29623	0	20B-2	0
EPI_ISL_457317	29623	515	20A-3	0
EPI_ISL_481034	29623	187	20A-3	1
EPI_ISL_457422	29623	429	20B-2	0
EPI_ISL_563880	29623	141	20A-1	0
EPI_ISL_539972	29623	0	20A-3	0
EPI_ISL_540068	29623	0	20A-3	0
EPI_ISL_540195	29623	0	20A-3	0
EPI_ISL_539918	29623	0	20A-3	0
EPI_ISL_539949	29623	0	20A-3	0
EPI_ISL_539976	29623	0	20A-3	0
EPI_ISL_540109	29623	0	20A-3	0
EPI_ISL_549539	29623	0	20A-3	0
EPI_ISL_559805	29623	0	20A-3	0
EPI_ISL_521106	29623	10	20B-2	0
EPI_ISL_567431	29623	0	20A-3	0
EPI_ISL_490767	29623	73	20B-1	0
EPI_ISL_490008	29623	0	20A-1	0
EPI_ISL_513135	29623	0	20A-1	0
EPI_ISL_513144	29623	0	20A-1	0
EPI_ISL_470350	29623	273	20A-3	0
EPI_ISL_496961	29623	0	20B-2	0
EPI_ISL_440335	29623	295	20B-2	0
EPI_ISL_452295	29623	233	20C-1	0
EPI_ISL_568181	29623	0	20A-3	0
EPI_ISL_576932	29623	0	20A-3	0
EPI_ISL_576830	29623	0	20A-3	0
EPI_ISL_576671	29623	0	20A-3	0
EPI_ISL_576924	29623	0	20A-3	0
EPI_ISL_575589	29623	0	20A-3	0
EPI_ISL_516514	29623	4	20C-1	0
EPI_ISL_497027	29623	0	20B-2	0
EPI_ISL_456731	29623	4	20B-2	0
EPI_ISL_454307	29623	0	20C-1	0
EPI_ISL_474329	29623	745	19A-1	0
EPI_ISL_496109	29623	1718	20A-1	0
EPI_ISL_544652	29623	37	20C-1	0
EPI_ISL_521555	29623	0	20B-2	0
EPI_ISL_563941	29623	151	20B-2	0
EPI_ISL_525666	29623	0	20C-1	0
EPI_ISL_568822	29623	1691	20A-3	0
EPI_ISL_499868	29623	333	20A-3	0
EPI_ISL_430370	29623	0	20C-1	0
EPI_ISL_565859	29623	674	20C-1	0
EPI_ISL_515443	29623	0	20C-1	0
EPI_ISL_515442	29623	0	20C-1	0
EPI_ISL_515438	29623	0	20C-1	0
EPI_ISL_456617	29623	187	20B-2	0
EPI_ISL_515954	29623	0	19B-2	1
EPI_ISL_422387	29623	1160	19B-2	0
EPI_ISL_494229	29623	0	20B-2	1
EPI_ISL_572954	29623	187	20A-3	0
EPI_ISL_413612	29623	0	19A-1	1
EPI_ISL_578202	29623	1481	20A-3	0
EPI_ISL_472159	29623	1847	20B-1	0
EPI_ISL_478489	29623	1847	20B-1	0
EPI_ISL_500069	29623	240	20A-3	0
EPI_ISL_446852	29623	430	19A-1	0
EPI_ISL_432884	29623	2194	20B-2	0
EPI_ISL_512345	29623	430	20A-2	0
EPI_ISL_571026	29623	0	20C-1	0
EPI_ISL_427428	29623	0	20A-1	0
EPI_ISL_446859	29623	789	20B-2	0
EPI_ISL_511976	29623	4	20B-1	0
EPI_ISL_551201	29623	536	20A-3	0
EPI_ISL_510748	29623	0	20A-3	1
EPI_ISL_440850	29623	880	20A-3	0
EPI_ISL_557475	29623	717	20B-2	0
EPI_ISL_561008	29623	756	20A-3	0
EPI_ISL_499888	29623	479	20B-2	0
EPI_ISL_545359	29623	0	20C-1	0
EPI_ISL_453022	29623	746	20A-3	0
EPI_ISL_441305	29623	0	20B-2	0
EPI_ISL_554222	29623	1888	20A-3	0
EPI_ISL_419903	29623	0	19A-4	0
EPI_ISL_422071	29623	0	19A-4	0
EPI_ISL_447067	29623	1348	20C-1	0
EPI_ISL_512061	29623	34	20B-2	1
EPI_ISL_556237	29623	1	20B-2	0
EPI_ISL_552895	29623	0	20B-2	0
EPI_ISL_524592	29623	837	20B-2	0
EPI_ISL_545513	29623	0	20C-1	0
EPI_ISL_530879	29623	0	20B-2	0
EPI_ISL_529931	29623	0	20C-1	0
EPI_ISL_510937	29623	0	20A-3	0
EPI_ISL_419250	29623	0	19A-4	1
EPI_ISL_419247	29623	0	19A-4	1
EPI_ISL_465382	29623	35	20B-1	0
EPI_ISL_563042	29623	235	20B-2	0
EPI_ISL_566492	29623	1557	20B-2	0
EPI_ISL_460094	29623	0	20A-3	0
EPI_ISL_446846	29623	762	19A-1	0
EPI_ISL_466048	29623	5	20A-3	0
EPI_ISL_509076	29623	0	20A-1	0
EPI_ISL_426662	29623	0	20B-1	0
EPI_ISL_438309	29623	124	19A-4	0
EPI_ISL_495809	29623	0	20B-2	0
EPI_ISL_496112	29623	0	20B-2	0
EPI_ISL_496306	29623	0	20B-2	0
EPI_ISL_496209	29623	0	20B-2	0
EPI_ISL_496208	29623	0	20B-2	0
EPI_ISL_496240	29623	0	20B-2	0
EPI_ISL_496187	29623	0	20B-2	0
EPI_ISL_496311	29623	0	20B-2	0
EPI_ISL_496312	29623	0	20B-2	0
EPI_ISL_497346	29623	0	20B-2	0
EPI_ISL_496174	29623	0	20B-2	0
EPI_ISL_499313	29623	517	20B-2	0
EPI_ISL_529696	29623	0	20A-3	0
EPI_ISL_473955	29623	1303	20A-3	0
EPI_ISL_551738	29623	116	20B-2	0
EPI_ISL_461964	29623	288	20B-2	0
EPI_ISL_578005	29623	0	20A-3	0
EPI_ISL_439876	29623	1	20B-2	0
EPI_ISL_442097	29623	1	20B-2	0
EPI_ISL_515287	29623	37	19B-2	0
EPI_ISL_551844	29623	0	20A-3	0
EPI_ISL_515111	29623	161	19B-2	0
EPI_ISL_529937	29623	41	20C-1	0
EPI_ISL_437349	29623	1798	20A-3	1
EPI_ISL_458930	29623	185	20B-2	0
EPI_ISL_574325	29623	0	20C-1	0
EPI_ISL_442006	29623	1061	19A-4	0
EPI_ISL_556050	29623	239	20B-1	0
EPI_ISL_469032	29623	0	20A-1	0
EPI_ISL_524563	29623	1	19B-4	0
EPI_ISL_447758	29623	1195	20A-3	0
EPI_ISL_500433	29623	0	20A-3	0
EPI_ISL_428746	29623	718	20C-1	0
EPI_ISL_428399	29623	718	20C-1	0
EPI_ISL_483450	29623	140	20A-3	0
EPI_ISL_569308	29623	3	20A-2	0
EPI_ISL_561053	29623	221	20A-3	0
EPI_ISL_454265	29623	404	20A-3	0
EPI_ISL_473662	29623	0	20A-3	0
EPI_ISL_454568	29623	29	19A-3	0
EPI_ISL_518493	29623	0	20B-2	0
EPI_ISL_565165	29623	0	20B-2	0
EPI_ISL_470098	29623	0	20A-1	0
EPI_ISL_470181	29623	0	20A-1	0
EPI_ISL_559730	29623	1	20B-2	0
EPI_ISL_523683	29623	239	20B-2	0
EPI_ISL_420296	29623	0	20C-1	0
EPI_ISL_420575	29623	0	20C-1	0
EPI_ISL_484570	29623	0	19A-1	0
EPI_ISL_458038	29623	0	20B-2	0
EPI_ISL_508311	29623	0	20B-2	0
EPI_ISL_486672	29623	0	20B-2	0
EPI_ISL_508296	29623	0	20B-2	0
EPI_ISL_508291	29623	0	20B-2	0
EPI_ISL_508304	29623	0	20B-2	0
EPI_ISL_508293	29623	0	20B-2	0
EPI_ISL_508319	29623	0	20B-2	0
EPI_ISL_508298	29623	0	20B-2	0
EPI_ISL_508289	29623	0	20B-2	0
EPI_ISL_486668	29623	0	20B-2	0
EPI_ISL_486669	29623	0	20B-2	0
EPI_ISL_508299	29623	0	20B-2	0
EPI_ISL_508308	29623	0	20B-2	0
EPI_ISL_508294	29623	0	20B-2	0
EPI_ISL_508333	29623	0	20B-2	0
EPI_ISL_508327	29623	0	20B-2	0
EPI_ISL_508321	29623	0	20B-2	0
EPI_ISL_486841	29623	0	20B-2	0
EPI_ISL_430417	29623	0	20C-1	0
EPI_ISL_442376	29623	664	20B-1	0
EPI_ISL_544781	29623	57	20B-2	0
EPI_ISL_488277	29623	0	20B-2	0
EPI_ISL_561896	29623	496	20B-2	0
EPI_ISL_524990	29623	0	20C-1	0
EPI_ISL_448626	29623	0	20B-2	0
EPI_ISL_563197	29623	205	20B-2	0
EPI_ISL_469286	29623	0	20B-2	0
EPI_ISL_461205	29623	1254	20A-2	0
EPI_ISL_535552	29623	0	20B-2	0
EPI_ISL_474556	29623	268	20B-2	0
EPI_ISL_446349	29623	268	20B-2	0
EPI_ISL_433699	29623	255	20B-2	0
EPI_ISL_491340	29623	0	20A-1	0
EPI_ISL_491389	29623	0	20A-1	0
EPI_ISL_541382	29623	0	20B-2	0
EPI_ISL_435348	29623	969	20A-3	0
EPI_ISL_573379	29623	0	20B-2	0
EPI_ISL_541886	29623	1	20A-3	0
EPI_ISL_517773	29623	1588	20C-1	0
EPI_ISL_543037	29623	218	20A-3	0
EPI_ISL_490516	29623	529	20B-2	0
EPI_ISL_564609	29623	0	20B-2	0
EPI_ISL_564573	29623	0	20B-2	0
EPI_ISL_564578	29623	0	20B-2	0
EPI_ISL_479421	29623	483	20B-2	0
EPI_ISL_508258	29623	0	20B-2	0
EPI_ISL_537731	29623	1646	20A-3	0
EPI_ISL_421603	29623	0	20C-1	0
EPI_ISL_556076	29623	0	20B-2	0
EPI_ISL_447342	29623	0	20C-1	0
EPI_ISL_574903	29623	4	20A-2	0
EPI_ISL_446036	29623	1428	20B-2	0
EPI_ISL_510801	29623	324	20B-2	0
EPI_ISL_565949	29623	274	20C-1	0
EPI_ISL_564577	29623	7	20B-2	0
EPI_ISL_560160	29623	0	20A-3	0
EPI_ISL_577498	29623	0	20A-3	0
EPI_ISL_566519	29623	0	20A-3	0
EPI_ISL_575643	29623	0	20A-3	0
EPI_ISL_573166	29623	0	20A-3	0
EPI_ISL_575409	29623	0	20A-3	0
EPI_ISL_573049	29623	0	20A-3	0
EPI_ISL_568000	29623	0	20A-3	0
EPI_ISL_566393	29623	0	20A-3	0
EPI_ISL_567441	29623	0	20A-3	0
EPI_ISL_576834	29623	0	20A-3	0
EPI_ISL_575541	29623	0	20A-3	0
EPI_ISL_567402	29623	0	20A-3	0
EPI_ISL_573390	29623	0	20A-3	0
EPI_ISL_573110	29623	0	20A-3	0
EPI_ISL_576821	29623	0	20A-3	0
EPI_ISL_577408	29623	0	20A-3	0
EPI_ISL_567793	29623	0	20A-3	0
EPI_ISL_567959	29623	0	20A-3	0
EPI_ISL_566327	29623	0	20A-3	0
EPI_ISL_577524	29623	0	20A-3	0
EPI_ISL_575450	29623	0	20A-3	0
EPI_ISL_574252	29623	0	20A-3	0
EPI_ISL_567974	29623	0	20A-3	0
EPI_ISL_566361	29623	0	20A-3	0
EPI_ISL_568057	29623	0	20A-3	0
EPI_ISL_566369	29623	0	20A-3	0
EPI_ISL_576670	29623	0	20A-3	0
EPI_ISL_567450	29623	0	20A-3	0
EPI_ISL_567452	29623	0	20A-3	0
EPI_ISL_567419	29623	0	20A-3	0
EPI_ISL_576777	29623	0	20A-3	0
EPI_ISL_573116	29623	0	20A-3	0
EPI_ISL_577263	29623	0	20A-3	0
EPI_ISL_567515	29623	0	20A-3	0
EPI_ISL_577261	29623	0	20A-3	0
EPI_ISL_575617	29623	0	20A-3	0
EPI_ISL_567399	29623	0	20A-3	0
EPI_ISL_576574	29623	0	20A-3	0
EPI_ISL_573974	29623	0	20A-3	0
EPI_ISL_577471	29623	0	20A-3	0
EPI_ISL_567907	29623	0	20A-3	0
EPI_ISL_567980	29623	0	20A-3	0
EPI_ISL_573639	29623	0	20A-3	0
EPI_ISL_573816	29623	0	20A-3	0
EPI_ISL_575428	29623	0	20A-3	0
EPI_ISL_567964	29623	0	20A-3	0
EPI_ISL_575469	29623	0	20A-3	0
EPI_ISL_566140	29623	0	20A-3	0
EPI_ISL_576653	29623	0	20A-3	0
EPI_ISL_575680	29623	0	20A-3	0
EPI_ISL_576519	29623	0	20B-2	0
EPI_ISL_434313	29623	0	19B-3	0
EPI_ISL_508740	29623	2227	19B-3	0
EPI_ISL_436450	29623	6	19A-3	0
EPI_ISL_467269	29623	185	20C-1	0
EPI_ISL_532089	29623	1	20A-3	0
EPI_ISL_469344	29623	0	20B-1	0
EPI_ISL_489974	29623	21	20B-2	0
EPI_ISL_427459	29623	0	20A-3	0
EPI_ISL_427442	29623	0	20A-3	0
EPI_ISL_477758	29623	3	20B-2	0
EPI_ISL_509850	29623	0	20B-2	0
EPI_ISL_509851	29623	0	20B-2	0
EPI_ISL_464857	29623	587	20B-2	0
EPI_ISL_511357	29623	22	19B-2	0
EPI_ISL_449019	29623	1	20A-3	0
EPI_ISL_543886	29623	0	20C-1	0
EPI_ISL_545560	29623	0	20C-1	0
EPI_ISL_514389	29623	801	20B-1	0
EPI_ISL_419470	29623	1030	19A-1	0
EPI_ISL_433822	29623	1580	19A-1	0
EPI_ISL_514784	29623	0	20C-1	0
EPI_ISL_427237	29623	1	19B-3	0
EPI_ISL_500770	29623	61	20A-3	0
EPI_ISL_425260	29623	0	20A-3	0
EPI_ISL_568382	29623	1	20A-3	0
EPI_ISL_445327	29623	0	20A-3	0
EPI_ISL_474411	29623	2630	20B-2	0
EPI_ISL_460073	29623	0	19A-4	0
EPI_ISL_536178	29623	0	19A-4	0
EPI_ISL_569110	29623	215	20B-2	1
EPI_ISL_446478	29623	534	20B-2	0
EPI_ISL_449313	29623	11	20B-1	0
EPI_ISL_571043	29623	0	20C-1	0
EPI_ISL_577314	29623	300	20A-3	0
EPI_ISL_474735	29623	911	20A-3	0
EPI_ISL_460607	29623	811	19B-3	0
EPI_ISL_507148	29623	2	19A-4	0
EPI_ISL_457500	29623	0	20A-3	0
EPI_ISL_464611	29623	639	20B-2	0
EPI_ISL_432424	29623	349	20A-3	0
EPI_ISL_557655	29623	1972	20B-2	0
EPI_ISL_468683	29623	1	20B-2	0
EPI_ISL_478319	29623	220	20B-2	0
EPI_ISL_469688	29623	648	20B-2	0
EPI_ISL_530892	29623	0	20A-3	0
EPI_ISL_532369	29623	0	20A-3	0
EPI_ISL_531399	29623	0	20A-3	0
EPI_ISL_531997	29623	0	20A-3	0
EPI_ISL_531247	29623	0	20A-3	0
EPI_ISL_472617	29623	754	20C-1	0
EPI_ISL_565086	29623	20	20B-2	0
EPI_ISL_440176	29623	297	20B-2	0
EPI_ISL_453320	29623	1620	19A-1	0
EPI_ISL_556463	29623	285	20B-2	0
EPI_ISL_528629	29623	883	20C-1	0
EPI_ISL_494292	29623	1008	20B-2	0
EPI_ISL_570671	29623	188	20B-2	1
EPI_ISL_432191	29623	0	20B-2	0
EPI_ISL_495068	29623	0	20A-3	0
EPI_ISL_445928	29623	1053	19A-1	0
EPI_ISL_545092	29623	506	20B-2	0
EPI_ISL_446784	29623	534	20B-2	0
EPI_ISL_484839	29623	0	20A-3	0
EPI_ISL_484842	29623	0	20A-3	0
EPI_ISL_445481	29623	139	19A-4	0
EPI_ISL_456630	29623	205	19A-2	0
EPI_ISL_541762	29623	0	20B-2	0
EPI_ISL_512600	29623	0	20A-3	0
EPI_ISL_437619	29623	0	19A-1	1
EPI_ISL_447915	29623	0	19A-1	1
EPI_ISL_474091	29623	406	20B-2	0
EPI_ISL_445615	29623	214	20B-1	0
EPI_ISL_419788	29623	233	19B-1	0
EPI_ISL_469115	29623	1	19A-3	0
EPI_ISL_570734	29623	0	20C-1	0
EPI_ISL_520010	29623	0	20B-2	0
EPI_ISL_563341	29623	0	20B-2	0
EPI_ISL_563727	29623	0	20B-2	0
EPI_ISL_562772	29623	0	20B-2	0
EPI_ISL_563585	29623	0	20B-2	0
EPI_ISL_563615	29623	0	20B-2	0
EPI_ISL_564887	29623	0	20B-2	0
EPI_ISL_563071	29623	0	20B-2	0
EPI_ISL_565587	29623	0	20B-2	0
EPI_ISL_563363	29623	0	20B-2	0
EPI_ISL_563148	29623	0	20B-2	0
EPI_ISL_563044	29623	0	20B-2	0
EPI_ISL_563364	29623	0	20B-2	0
EPI_ISL_575082	29623	1723	20C-1	0
EPI_ISL_569249	29623	0	20A-3	0
EPI_ISL_495138	29623	488	20B-2	0
EPI_ISL_543998	29623	0	20C-1	0
EPI_ISL_501137	29623	45	20A-3	0
EPI_ISL_459104	29623	1	19B-4	1
EPI_ISL_508107	29623	1473	20A-2	2
EPI_ISL_450306	29623	0	20A-2	0
EPI_ISL_448337	29623	420	19A-4	0
EPI_ISL_553200	29623	116	20B-2	1
EPI_ISL_572792	29623	1927	20A-3	0
EPI_ISL_447454	29623	152	20A-2	0
EPI_ISL_481805	29623	538	20B-1	0
EPI_ISL_548652	29623	1	20A-3	0
EPI_ISL_492201	29623	0	20A-3	0
EPI_ISL_454031	29623	20	20B-2	0
EPI_ISL_433594	29623	161	19B-1	0
EPI_ISL_479043	29623	0	20B-2	0
EPI_ISL_478976	29623	0	20B-2	0
EPI_ISL_515669	29623	19	20B-1	0
EPI_ISL_574975	29623	296	20B-2	0
EPI_ISL_420750	29623	162	20B-2	0
EPI_ISL_573697	29623	269	20B-2	0
EPI_ISL_531922	29623	116	20B-2	0
EPI_ISL_489454	29623	295	20A-3	0
EPI_ISL_453030	29623	278	19B-4	0
EPI_ISL_481698	29623	0	20C-1	0
EPI_ISL_495187	29623	0	20B-2	0
EPI_ISL_520494	29623	2503	20B-2	0
EPI_ISL_490479	29623	6	20B-2	0
EPI_ISL_476765	29623	0	20C-1	0
EPI_ISL_490373	29623	170	20B-2	0
EPI_ISL_423924	29623	293	19A-4	0
EPI_ISL_478950	29623	0	20B-2	0
EPI_ISL_471552	29623	9	20B-2	0
EPI_ISL_490047	29623	0	19A-3	0
EPI_ISL_473387	29623	510	20B-1	0
EPI_ISL_527604	29623	0	20A-3	0
EPI_ISL_421806	29623	0	19A-4	0
EPI_ISL_462092	29623	0	20B-2	0
EPI_ISL_466644	29623	0	20B-2	0
EPI_ISL_487366	29623	0	20B-2	0
EPI_ISL_468077	29623	0	20B-2	0
EPI_ISL_475084	29623	0	20B-2	0
EPI_ISL_483636	29623	0	20B-2	0
EPI_ISL_483515	29623	0	20A-3	0
EPI_ISL_484224	29623	269	20B-2	0
EPI_ISL_486497	29623	185	20A-3	0
EPI_ISL_532559	29623	1	20B-2	1
EPI_ISL_466783	29623	0	19A-1	0
EPI_ISL_477929	29623	238	20B-1	0
EPI_ISL_477906	29623	0	19B-4	0
EPI_ISL_558063	29623	121	20B-2	0
EPI_ISL_530975	29623	1066	20B-2	0
EPI_ISL_569252	29623	2	20B-2	0
EPI_ISL_577086	29623	1	20A-3	0
EPI_ISL_433918	29623	4	20B-2	0
EPI_ISL_566852	29623	0	20A-3	0
EPI_ISL_573204	29623	0	20A-3	0
EPI_ISL_551064	29623	0	20B-1	0
EPI_ISL_474887	29623	184	20A-3	0
EPI_ISL_460015	29623	288	20C-1	0
EPI_ISL_492161	29623	0	19A-1	0
EPI_ISL_488725	29623	0	19A-1	0
EPI_ISL_439963	29623	296	20A-1	0
EPI_ISL_431945	29623	553	20C-1	0
EPI_ISL_422955	29623	0	20A-3	0
EPI_ISL_446528	29623	272	20B-2	0
EPI_ISL_420922	29623	645	19A-4	0
EPI_ISL_442470	29623	1251	19A-1	0
EPI_ISL_480997	29623	61	19B-2	0
EPI_ISL_562030	29623	394	20B-2	0
EPI_ISL_531176	29623	94	20B-1	0
EPI_ISL_538295	29623	1291	20B-2	0
EPI_ISL_571421	29623	0	19B-1	0
EPI_ISL_546714	29623	0	20C-1	0
EPI_ISL_472654	29623	271	19A-1	0
EPI_ISL_430037	29623	285	19A-1	1
EPI_ISL_529414	29623	299	20B-2	0
EPI_ISL_435413	29623	0	20B-1	1
EPI_ISL_533328	29623	1634	20B-2	0
EPI_ISL_440768	29623	296	20C-1	0
EPI_ISL_416622	29623	0	19A-1	1
EPI_ISL_449072	29623	7	20A-3	0
EPI_ISL_484369	29623	5	20B-2	0
EPI_ISL_493560	29623	8	20B-2	0
EPI_ISL_482603	29623	1120	19A-3	0
EPI_ISL_496541	29623	0	20A-3	0
EPI_ISL_473261	29623	1	20B-2	0
EPI_ISL_553891	29623	0	20B-2	0
EPI_ISL_453723	29623	239	20B-1	0
EPI_ISL_520940	29623	0	20B-2	0
EPI_ISL_575078	29623	1257	20A-3	0
EPI_ISL_566991	29623	0	20B-2	0
EPI_ISL_443759	29623	295	20B-2	0
EPI_ISL_456740	29623	3	20B-1	0
EPI_ISL_465918	29623	2013	20A-3	0
EPI_ISL_489169	29623	1863	20B-2	0
EPI_ISL_482626	29623	1112	19A-3	0
EPI_ISL_526433	29623	1895	20A-3	0
