accession	parent_clade1	parent_clade2	tclade1_dist	clade2_dist	num_supporting_SNPs	recombination_break_points	breakpoint_midpoint_sites
EPI_ISL_632868	20A-1	19B-1	6	9	15	11	247,1645,2989,11477,16454,18688,21022,24680,26028,27992,28804
EPI_ISL_632870	19A-1	19B-3	2	3	5	1	17841
EPI_ISL_632870	19A-4	19B-3	5	3	8	3	9814,16158,17841
EPI_ISL_632870	19A-2	19B-3	5	3	8	4	4971,9814,14297,17841
EPI_ISL_632870	20A-3	19B-3	6	3	9	4	5791,11477,15959,17841
EPI_ISL_632870	19A-3	19B-3	7	3	10	4	7429,9814,15620,17841
EPI_ISL_632870	20A-2	19B-3	7	3	10	4	5791,11477,15959,17841
EPI_ISL_632870	20A-1	19B-3	8	3	11	4	5791,11477,15959,17841
EPI_ISL_632870	20C-1	19B-3	8	3	11	4	5791,11477,15959,17841
EPI_ISL_632870	20B-2	19B-3	9	3	12	4	5791,11477,15959,17841
EPI_ISL_632870	20B-1	19B-3	11	3	14	4	5791,9321,15959,17841
EPI_ISL_632877	20A-3	19B-3	5	4	9	5	1521,5791,11477,15959,17841
EPI_ISL_632877	20A-2	19B-3	6	4	10	5	1521,5791,11477,15959,17841
EPI_ISL_632877	20A-1	19B-3	7	4	11	5	1521,5791,11477,15959,17841
EPI_ISL_632877	20C-1	19B-3	7	4	11	5	532,5791,11477,15959,17841
EPI_ISL_632877	20B-2	19B-3	8	4	12	5	1521,5791,11477,15959,17841
EPI_ISL_632877	20B-1	19B-3	10	4	14	5	1521,5791,9321,15959,17841
EPI_ISL_636120	20B-2	20A-1	2	3	5	1	27104
EPI_ISL_636120	20B-1	20A-1	4	3	7	1	27104
EPI_ISL_638526	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_640053	20B-1	20A-3	3	2	5	1	26188
EPI_ISL_640053	20B-1	20A-2	3	3	6	1	27104
EPI_ISL_640053	20B-1	20A-1	3	4	7	1	27104
EPI_ISL_640053	20B-1	20C-1	3	4	7	1	27104
EPI_ISL_640053	20B-1	19A-1	3	6	9	1	26188
EPI_ISL_640053	20B-1	19B-2	3	8	11	1	28394
EPI_ISL_640053	19A-4	20B-1	9	3	12	1	27394
EPI_ISL_640053	20B-1	19A-2	3	9	12	1	28666
EPI_ISL_640053	20B-1	19A-3	3	11	14	1	28478
EPI_ISL_640053	20B-1	19B-3	3	11	14	1	28394
EPI_ISL_640053	20B-1	19B-4	3	13	16	1	28754
EPI_ISL_640053	20B-1	19B-1	3	15	18	2	28394,29173
EPI_ISL_643463	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_643463	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_643463	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_644727	19A-1	19A-3	3	2	5	1	12288
EPI_ISL_644727	19A-3	20A-3	2	7	9	2	4556,12288
EPI_ISL_644727	19A-3	20A-2	2	8	10	2	4556,12288
EPI_ISL_644727	19A-3	20A-1	2	9	11	2	4556,12288
EPI_ISL_644727	19A-3	20C-1	2	9	11	2	4556,12288
EPI_ISL_644727	20B-2	19A-3	10	2	12	2	4556,12288
EPI_ISL_644727	19A-3	19B-2	2	5	7	3	7429,9814,12288
EPI_ISL_644727	19A-3	19B-3	2	8	10	3	7429,9814,12288
EPI_ISL_644727	19A-3	19B-4	2	10	12	3	7429,10162,12288
EPI_ISL_644727	19A-3	19B-1	2	12	14	4	4626,7429,9814,12288
EPI_ISL_644727	20B-1	19A-3	12	2	14	4	4556,8086,10472,12288
EPI_ISL_644730	19A-1	19A-3	3	2	5	1	12288
EPI_ISL_644730	19A-3	20A-3	2	7	9	2	4556,12288
EPI_ISL_644730	19A-3	20A-2	2	8	10	2	4556,12288
EPI_ISL_644730	19A-3	20A-1	2	9	11	2	4556,12288
EPI_ISL_644730	19A-3	20C-1	2	9	11	2	4556,12288
EPI_ISL_644730	20B-2	19A-3	10	2	12	2	4556,12288
EPI_ISL_644730	19A-3	19B-2	2	5	7	3	7429,9814,12288
EPI_ISL_644730	19A-3	19B-3	2	8	10	3	7429,9814,12288
EPI_ISL_644730	19A-3	19B-4	2	10	12	3	7429,10162,12288
EPI_ISL_644730	19A-3	19B-1	2	12	14	4	4626,7429,9814,12288
EPI_ISL_644730	20B-1	19A-3	12	2	14	4	4556,8086,10472,12288
EPI_ISL_644877	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_645414	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_645414	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_645414	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_645474	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_645474	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_645474	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_649985	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_650052	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_650052	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_652344	20B-2	19A-3	2	10	12	4	8579,12288,23548,26002
EPI_ISL_652344	20B-1	19A-3	4	10	14	4	8086,12288,23449,26002
EPI_ISL_654277	19A-4	20A-3	5	2	7	4	6942,12627,14488,18986
EPI_ISL_654277	20B-2	19A-4	5	5	10	5	6942,12627,14488,18986,27394
EPI_ISL_654277	19A-4	20A-2	5	3	8	6	6942,12627,14488,18986,24365,25735
EPI_ISL_654277	19A-4	20A-1	5	4	9	6	6942,12627,14488,21022,24365,25735
EPI_ISL_654277	19A-4	20B-1	5	7	12	7	6449,12627,14488,18986,23449,24819,27394
EPI_ISL_654277	19A-4	20C-1	5	4	9	8	532,1930,6942,12627,14488,18986,24365,25735
EPI_ISL_656816	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_656816	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_656816	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_658194	20A-1	19B-1	2	13	15	4	2989,5861,24680,26028
EPI_ISL_659721	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_659721	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_659721	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_660070	20B-2	19B-1	2	14	16	2	20951,25263
EPI_ISL_660070	20B-1	19B-1	4	14	18	4	9321,12134,20951,25263
EPI_ISL_661306	19A-1	20A-3	2	2	4	1	8604
EPI_ISL_661306	20A-3	19B-2	2	4	6	1	5791
EPI_ISL_661306	19A-4	20A-3	5	2	7	1	6942
EPI_ISL_661306	19A-3	20A-3	7	2	9	1	4556
EPI_ISL_661306	20A-3	19B-3	2	7	9	1	5791
EPI_ISL_661306	20A-3	19B-4	2	9	11	1	5791
EPI_ISL_661306	19A-1	20A-2	2	3	5	2	8604,24365
EPI_ISL_661306	19A-1	20C-1	2	4	6	2	8604,24365
EPI_ISL_661306	20B-2	19A-1	5	2	7	2	8604,26024
EPI_ISL_661306	20B-1	19A-1	7	2	9	2	12134,23449
EPI_ISL_661306	20B-2	19B-2	5	4	9	2	5791,28394
EPI_ISL_661306	20B-2	19A-4	5	5	10	2	6942,27394
EPI_ISL_661306	20B-2	19A-3	5	7	12	2	4556,28478
EPI_ISL_661306	20B-2	19B-3	5	7	12	2	5791,28394
EPI_ISL_661306	20B-2	19B-4	5	9	14	2	5791,28754
EPI_ISL_661306	19A-2	20A-3	5	2	7	3	701,2099,6942
EPI_ISL_661306	20A-2	19B-2	3	4	7	3	5791,24365,26735
EPI_ISL_661306	19A-4	20A-2	5	3	8	3	6942,24365,25735
EPI_ISL_661306	20C-1	19B-2	4	4	8	3	5791,24365,26735
EPI_ISL_661306	19A-4	20C-1	5	4	9	3	6942,24365,25735
EPI_ISL_661306	19A-3	20A-2	7	3	10	3	4556,24628,26819
EPI_ISL_661306	20A-2	19B-3	3	7	10	3	5791,24365,26735
EPI_ISL_661306	19A-3	20C-1	7	4	11	3	4556,24628,26819
EPI_ISL_661306	20C-1	19B-3	4	7	11	3	5791,24365,26735
EPI_ISL_661306	20A-2	19B-4	3	9	12	3	5791,24365,25653
EPI_ISL_661306	20A-3	19B-1	2	11	13	3	247,1645,2989
EPI_ISL_661306	20C-1	19B-4	4	9	13	3	5791,24365,25653
EPI_ISL_661306	19A-1	20A-1	2	4	6	4	8604,16524,21022,24365
EPI_ISL_661306	20B-2	19A-2	5	5	10	4	701,2099,6942,28666
EPI_ISL_661306	19A-4	20B-1	5	7	12	4	10472,23449,24819,27394
EPI_ISL_661306	19A-2	20A-2	5	3	8	5	701,2099,6942,24365,27007
EPI_ISL_661306	20A-1	19B-2	4	4	8	5	5791,16524,21022,24365,26735
EPI_ISL_661306	19A-2	20C-1	5	4	9	5	1110,2099,6942,24365,27007
EPI_ISL_661306	19A-4	20A-1	5	4	9	5	6942,16723,21022,24365,25735
EPI_ISL_661306	19A-3	20A-1	7	4	11	5	4556,16524,21022,24628,26819
EPI_ISL_661306	20A-1	19B-3	4	7	11	5	5791,18350,21022,24365,26735
EPI_ISL_661306	20A-1	19B-4	4	9	13	5	5791,16723,21022,24365,25653
EPI_ISL_661306	20A-2	19B-1	3	11	14	5	247,1645,2989,24680,26028
EPI_ISL_661306	20C-1	19B-1	4	11	15	5	247,656,2989,24680,26028
EPI_ISL_661306	20B-2	19B-1	5	11	16	5	247,1645,2989,28394,29173
EPI_ISL_661306	20B-1	19B-2	7	4	11	6	5791,9321,12134,23449,25819,28394
EPI_ISL_661306	20B-1	19A-2	7	5	12	6	701,2099,10472,23449,26091,28666
EPI_ISL_661306	20B-1	19A-3	7	7	14	6	4556,8086,10472,23449,23712,28478
EPI_ISL_661306	20B-1	19B-3	7	7	14	6	5791,9321,12134,23449,25819,28394
EPI_ISL_661306	20B-1	19B-4	7	9	16	6	5791,9669,12134,23449,24737,28754
EPI_ISL_661306	19A-2	20A-1	5	4	9	7	701,2099,6942,16524,21022,24365,27007
EPI_ISL_661306	20A-1	19B-1	4	11	15	7	247,1645,2989,18688,21022,24680,26028
EPI_ISL_661306	20B-1	19B-1	7	11	18	9	247,1645,2989,9321,12134,23449,23764,28394,29173
EPI_ISL_662613	19A-3	20A-2	8	2	10	3	12288,13951,26819
EPI_ISL_662613	19A-3	20A-1	8	3	11	5	12288,13951,16524,21022,26819
EPI_ISL_662613	19A-3	20C-1	8	3	11	5	532,1930,12288,13951,26819
EPI_ISL_665179	19A-4	20A-3	4	3	7	4	1521,12627,14488,24655
EPI_ISL_665179	19A-4	20A-2	4	4	8	4	1521,12627,14488,24365
EPI_ISL_665179	19A-4	20C-1	4	5	9	4	1930,12627,14488,24365
EPI_ISL_665179	20B-2	19A-4	6	4	10	4	1521,12627,14488,24655
EPI_ISL_665179	19A-4	20A-1	4	5	9	6	1521,12627,14488,16723,21022,24365
EPI_ISL_665179	19A-4	20B-1	4	8	12	6	1521,6449,10472,12627,14488,23449
EPI_ISL_665228	19A-2	20A-3	2	5	7	3	701,18787,25927
EPI_ISL_665228	19A-2	20A-2	2	6	8	3	701,18787,24365
EPI_ISL_665228	19A-2	20A-1	2	7	9	3	701,21022,24365
EPI_ISL_665228	19A-2	20C-1	2	7	9	3	532,18787,24365
EPI_ISL_665228	20B-2	19A-2	8	2	10	3	701,18787,25927
EPI_ISL_665228	20B-1	19A-2	10	2	12	3	701,18787,23449
EPI_ISL_666901	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_666915	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_667064	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_667652	19A-3	20A-1	9	2	11	1	24628
EPI_ISL_668447	19A-2	20A-2	6	2	8	2	2099,12627
EPI_ISL_668447	19A-4	20A-2	6	2	8	2	1521,12627
EPI_ISL_668447	19A-4	20C-1	6	3	9	2	532,12627
EPI_ISL_668447	19A-2	20A-1	6	3	9	4	2099,12627,16524,21022
EPI_ISL_668447	19A-2	20C-1	6	3	9	4	532,1110,2099,12627
EPI_ISL_668447	19A-4	20A-1	6	3	9	4	1521,12627,16723,21022
EPI_ISL_668447	19A-3	20A-2	8	2	10	4	1521,4556,8579,12288
EPI_ISL_668447	19A-3	20C-1	8	3	11	4	532,4556,8579,12288
EPI_ISL_668447	19A-3	20A-1	8	3	11	6	1521,4556,8579,12288,16524,21022
EPI_ISL_670159	20C-1	19B-4	2	11	13	4	5791,9011,14488,18986
EPI_ISL_670706	20B-2	19A-3	2	10	12	4	8579,12288,23548,26002
EPI_ISL_670706	20B-1	19A-3	4	10	14	4	8086,12288,23449,26002
EPI_ISL_671765	19B-3	19B-1	5	5	10	4	1715,18280,25263,27285
EPI_ISL_671904	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_671904	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_671904	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_671905	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_671905	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_671905	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_671906	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_671906	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_671906	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_671907	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_671907	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_671907	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_672098	20B-2	19A-2	2	8	10	3	6942,12627,28764
EPI_ISL_672098	20B-2	19A-4	2	8	10	3	6942,12627,28764
EPI_ISL_672098	20B-2	19A-3	2	10	12	3	8579,12288,28764
EPI_ISL_672098	19A-4	20B-1	8	4	12	5	6449,12627,23449,24819,28764
EPI_ISL_672098	20B-1	19A-2	4	8	12	5	6449,12627,23449,26091,28764
EPI_ISL_672098	20B-1	19A-3	4	10	14	5	8086,12288,23449,23712,28764
EPI_ISL_677539	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_677598	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_677630	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_677935	19A-4	20A-3	5	2	7	2	14488,24655
EPI_ISL_677935	19A-4	20A-2	5	3	8	2	14488,25735
EPI_ISL_677935	19A-4	20A-1	5	4	9	2	14488,25735
EPI_ISL_677935	20A-3	19B-4	2	9	11	2	14488,24573
EPI_ISL_677935	20A-2	19B-4	3	9	12	2	14488,25653
EPI_ISL_677935	20A-1	19B-4	4	9	13	2	14488,25653
EPI_ISL_677935	20B-2	19A-4	5	5	10	3	14488,24655,27394
EPI_ISL_677935	20B-2	19B-4	5	9	14	3	14488,24573,28754
EPI_ISL_677935	19A-4	20C-1	5	4	9	4	532,1930,14488,25735
EPI_ISL_677935	20C-1	19B-4	4	9	13	4	532,1930,14488,25653
EPI_ISL_677935	19A-4	20B-1	5	7	12	5	6449,10472,14488,24819,27394
EPI_ISL_677935	20B-1	19B-4	7	9	16	5	9669,12134,14488,24737,28754
EPI_ISL_677947	19A-1	20A-1	4	2	6	1	21022
EPI_ISL_677947	20A-1	19B-2	2	6	8	2	21022,26735
EPI_ISL_677947	19A-2	20A-1	7	2	9	2	21022,27007
EPI_ISL_677947	19A-4	20A-1	7	2	9	2	21022,25735
EPI_ISL_677947	20A-1	19B-3	2	9	11	2	21022,26735
EPI_ISL_677947	20A-1	19B-4	2	11	13	2	21022,25653
EPI_ISL_677947	19A-3	20A-1	9	2	11	4	21022,23548,24628,26819
EPI_ISL_677947	20A-1	19B-1	2	13	15	4	21022,23600,24680,26028
EPI_ISL_677958	20A-1	19B-2	3	5	8	4	1521,11477,21022,24365
EPI_ISL_677958	20A-1	19B-3	3	8	11	4	1521,11477,21022,24365
EPI_ISL_677958	20A-1	19B-4	3	10	13	4	1521,9011,21022,24365
EPI_ISL_677958	20A-1	19B-1	3	12	15	6	1645,2989,5861,11477,21022,23600
EPI_ISL_677966	20B-2	19B-2	2	7	9	4	5791,11477,18787,25655
EPI_ISL_677966	20B-1	19B-2	4	7	11	4	5791,12134,18787,25819
EPI_ISL_677966	20B-2	19B-3	2	10	12	4	5791,11477,20613,25655
EPI_ISL_677966	20B-1	19B-3	4	10	14	4	5791,12134,20613,25819
EPI_ISL_677966	20B-2	19B-4	2	12	14	4	5791,9011,18986,24573
EPI_ISL_677966	20B-2	19B-1	2	14	16	4	5861,11477,20951,23600
EPI_ISL_677966	20B-1	19B-1	4	14	18	4	5861,12134,20951,23764
EPI_ISL_677966	20B-1	19B-4	4	12	16	6	5791,9011,9669,12134,18986,24737
EPI_ISL_678037	19A-2	20A-1	7	2	9	4	6942,12627,21022,24365
EPI_ISL_678037	19A-4	20A-1	7	2	9	4	6942,12627,21022,24365
EPI_ISL_678037	19A-3	20A-1	9	2	11	4	8579,12288,21022,23548
EPI_ISL_678042	20A-2	19B-2	3	4	7	5	5791,11477,18787,24365,26735
EPI_ISL_678042	20A-1	19B-2	4	4	8	5	5791,11477,16524,24365,26735
EPI_ISL_678042	20A-2	19B-3	3	7	10	5	5791,11477,20613,24365,26735
EPI_ISL_678042	20A-1	19B-3	4	7	11	5	5791,11477,18350,24365,26735
EPI_ISL_678042	20A-2	19B-4	3	9	12	6	5791,9011,18986,24365,26943,28282
EPI_ISL_678042	20A-1	19B-4	4	9	13	6	5791,9011,16723,24365,26943,28282
EPI_ISL_678042	20A-2	19B-1	3	11	14	6	5861,11477,20951,23600,27992,28804
EPI_ISL_678042	20A-1	19B-1	4	11	15	6	5861,11477,18688,23600,27992,28804
EPI_ISL_678042	20C-1	19B-2	4	4	8	7	532,1930,5791,11477,18787,24365,26735
EPI_ISL_678042	20C-1	19B-3	4	7	11	7	532,1930,5791,11477,20613,24365,26735
EPI_ISL_678042	20C-1	19B-4	4	9	13	8	532,1930,5791,9011,18986,24365,26943,28282
EPI_ISL_678042	20C-1	19B-1	4	11	15	8	656,1930,5861,11477,20951,23600,27992,28804
EPI_ISL_678044	20A-1	19B-2	2	6	8	4	5791,11477,21022,24365
EPI_ISL_678044	20A-1	19B-3	2	9	11	4	5791,11477,21022,24365
EPI_ISL_678044	20A-1	19B-4	2	11	13	4	5791,9011,21022,24365
EPI_ISL_678044	20A-1	19B-1	2	13	15	4	5861,11477,21022,23600
EPI_ISL_678045	19A-1	20A-1	4	2	6	3	1521,8604,24365
EPI_ISL_678045	20A-1	19B-2	2	6	8	4	1521,5791,24365,26735
EPI_ISL_678045	19A-2	20A-1	7	2	9	4	2099,6942,24365,27007
EPI_ISL_678045	19A-4	20A-1	7	2	9	4	1521,6942,24365,25735
EPI_ISL_678045	19A-3	20A-1	9	2	11	4	1521,4556,24628,26819
EPI_ISL_678045	20A-1	19B-3	2	9	11	4	1521,5791,24365,26735
EPI_ISL_678045	20A-1	19B-4	2	11	13	4	1521,5791,24365,25653
EPI_ISL_678045	20A-1	19B-1	2	13	15	4	1645,2989,24680,26028
EPI_ISL_678047	19A-1	20A-1	4	2	6	1	21022
EPI_ISL_678047	20A-1	19B-2	2	6	8	2	21022,26735
EPI_ISL_678047	19A-2	20A-1	7	2	9	2	21022,27007
EPI_ISL_678047	19A-4	20A-1	7	2	9	2	21022,25735
EPI_ISL_678047	20A-1	19B-3	2	9	11	2	21022,26735
EPI_ISL_678047	20A-1	19B-4	2	11	13	2	21022,25653
EPI_ISL_678047	19A-3	20A-1	9	2	11	4	21022,23548,24628,26819
EPI_ISL_678047	20A-1	19B-1	2	13	15	4	21022,23600,24680,26028
EPI_ISL_678050	19A-1	20A-2	3	2	5	4	1521,8604,18787,24365
EPI_ISL_678050	19A-1	20A-1	3	3	6	4	1521,8604,16524,24365
EPI_ISL_678050	19A-1	20C-1	3	3	6	4	532,8604,18787,24365
EPI_ISL_678050	20A-2	19B-2	2	5	7	4	1521,5791,18787,24365
EPI_ISL_678050	19A-2	20A-2	6	2	8	4	2099,6942,18787,24365
EPI_ISL_678050	19A-4	20A-2	6	2	8	4	1521,6942,18986,24365
EPI_ISL_678050	20A-1	19B-2	3	5	8	4	1521,5791,16524,24365
EPI_ISL_678050	20C-1	19B-2	3	5	8	4	532,5791,18787,24365
EPI_ISL_678050	19A-2	20A-1	6	3	9	4	2099,6942,16524,24365
EPI_ISL_678050	19A-4	20A-1	6	3	9	4	1521,6942,16723,24365
EPI_ISL_678050	19A-4	20C-1	6	3	9	4	532,6942,18986,24365
EPI_ISL_678050	19A-3	20A-2	8	2	10	4	1521,4556,18787,23548
EPI_ISL_678050	20A-2	19B-3	2	8	10	4	1521,5791,20613,24365
EPI_ISL_678050	19A-3	20A-1	8	3	11	4	1521,4556,16524,23548
EPI_ISL_678050	19A-3	20C-1	8	3	11	4	532,4556,18787,23548
EPI_ISL_678050	20A-1	19B-3	3	8	11	4	1521,5791,18350,24365
EPI_ISL_678050	20C-1	19B-3	3	8	11	4	532,5791,20613,24365
EPI_ISL_678050	20A-2	19B-4	2	10	12	4	1521,5791,18986,24365
EPI_ISL_678050	20A-1	19B-4	3	10	13	4	1521,5791,16723,24365
EPI_ISL_678050	20C-1	19B-4	3	10	13	4	532,5791,18986,24365
EPI_ISL_678050	20A-2	19B-1	2	12	14	4	1645,2989,20951,23600
EPI_ISL_678050	20A-1	19B-1	3	12	15	4	1645,2989,18688,23600
EPI_ISL_678050	20C-1	19B-1	3	12	15	4	656,2989,20951,23600
EPI_ISL_678050	19A-2	20C-1	6	3	9	6	532,1110,2099,6942,18787,24365
EPI_ISL_678066	19A-1	20A-3	2	2	4	2	1521,18787
EPI_ISL_678066	19A-1	20A-2	2	3	5	2	1521,18787
EPI_ISL_678066	19A-1	20A-1	2	4	6	2	1521,16524
EPI_ISL_678066	19A-1	20C-1	2	4	6	2	1930,18787
EPI_ISL_678066	20B-2	19A-1	5	2	7	2	1521,18787
EPI_ISL_678066	20A-3	19B-2	2	4	6	3	1521,18787,25655
EPI_ISL_678066	19A-2	20A-3	5	2	7	3	701,18787,25927
EPI_ISL_678066	19A-4	20A-3	5	2	7	3	1521,18986,24655
EPI_ISL_678066	20A-2	19B-2	3	4	7	3	1521,18787,26735
EPI_ISL_678066	19A-2	20A-2	5	3	8	3	701,18787,27007
EPI_ISL_678066	19A-4	20A-2	5	3	8	3	1521,18986,25735
EPI_ISL_678066	20A-1	19B-2	4	4	8	3	1521,16524,26735
EPI_ISL_678066	20C-1	19B-2	4	4	8	3	1930,18787,26735
EPI_ISL_678066	19A-2	20A-1	5	4	9	3	701,16524,27007
EPI_ISL_678066	19A-2	20C-1	5	4	9	3	1110,18787,27007
EPI_ISL_678066	19A-3	20A-3	7	2	9	3	1521,18787,23548
EPI_ISL_678066	19A-4	20A-1	5	4	9	3	1521,16723,25735
EPI_ISL_678066	19A-4	20C-1	5	4	9	3	1930,18986,25735
EPI_ISL_678066	20A-3	19B-3	2	7	9	3	1521,20613,25655
EPI_ISL_678066	20A-2	19B-3	3	7	10	3	1521,20613,26735
EPI_ISL_678066	20A-1	19B-3	4	7	11	3	1521,18350,26735
EPI_ISL_678066	20A-3	19B-4	2	9	11	3	1521,18986,24573
EPI_ISL_678066	20C-1	19B-3	4	7	11	3	1930,20613,26735
EPI_ISL_678066	20A-2	19B-4	3	9	12	3	1521,18986,25653
EPI_ISL_678066	20A-1	19B-4	4	9	13	3	1521,16723,25653
EPI_ISL_678066	20A-3	19B-1	2	11	13	3	247,20951,23600
EPI_ISL_678066	20C-1	19B-4	4	9	13	3	1930,18986,25653
EPI_ISL_678066	20B-1	19A-1	7	2	9	4	1521,6449,12134,18787
EPI_ISL_678066	20B-2	19B-2	5	4	9	4	1521,18787,25655,28394
EPI_ISL_678066	20B-2	19A-2	5	5	10	4	701,18787,25927,28666
EPI_ISL_678066	20B-2	19A-4	5	5	10	4	1521,18986,24655,27394
EPI_ISL_678066	20B-2	19A-3	5	7	12	4	1521,18787,23548,28478
EPI_ISL_678066	20B-2	19B-3	5	7	12	4	1521,20613,25655,28394
EPI_ISL_678066	20B-2	19B-4	5	9	14	4	1521,18986,24573,28754
EPI_ISL_678066	19A-3	20A-2	7	3	10	5	1521,18787,23548,24628,26819
EPI_ISL_678066	19A-3	20A-1	7	4	11	5	1521,16524,23548,24628,26819
EPI_ISL_678066	19A-3	20C-1	7	4	11	5	1930,18787,23548,24628,26819
EPI_ISL_678066	20A-2	19B-1	3	11	14	5	247,20951,23600,24680,26028
EPI_ISL_678066	20A-1	19B-1	4	11	15	5	247,18688,23600,24680,26028
EPI_ISL_678066	20B-2	19B-1	5	11	16	5	247,20951,23600,28394,29173
EPI_ISL_678066	20B-1	19B-2	7	4	11	6	1521,9321,12134,18787,25819,28394
EPI_ISL_678066	19A-4	20B-1	5	7	12	6	1521,6449,10472,18986,24819,27394
EPI_ISL_678066	20B-1	19A-2	7	5	12	6	701,6449,10472,18787,26091,28666
EPI_ISL_678066	20B-1	19A-3	7	7	14	6	1521,8086,10472,18787,23712,28478
EPI_ISL_678066	20B-1	19B-3	7	7	14	6	1521,9321,12134,20613,25819,28394
EPI_ISL_678066	20B-1	19B-4	7	9	16	6	1521,9669,12134,18986,24737,28754
EPI_ISL_678066	20C-1	19B-1	4	11	15	7	247,656,1930,20951,23600,24680,26028
EPI_ISL_678066	20B-1	19B-1	7	11	18	7	247,9321,12134,20951,23764,28394,29173
EPI_ISL_678068	19A-1	20A-1	3	3	6	3	8604,16524,21022
EPI_ISL_678068	20A-1	19B-2	3	5	8	4	11477,16524,21022,26735
EPI_ISL_678068	19A-2	20A-1	6	3	9	4	12627,16524,21022,27007
EPI_ISL_678068	19A-4	20A-1	6	3	9	4	12627,14488,21022,25735
EPI_ISL_678068	20A-1	19B-3	3	8	11	4	11477,15959,21022,26735
EPI_ISL_678068	20A-1	19B-4	3	10	13	4	11824,14488,21022,25653
EPI_ISL_678068	19A-3	20A-1	8	3	11	6	13951,16524,21022,23548,24628,26819
EPI_ISL_678068	20A-1	19B-1	3	12	15	6	11477,16454,21022,23600,24680,26028
EPI_ISL_678076	19A-1	20A-2	3	2	5	4	1521,8604,18787,24365
EPI_ISL_678076	19A-1	20A-1	3	3	6	4	1521,8604,16524,24365
EPI_ISL_678076	19A-1	20C-1	3	3	6	4	532,8604,18787,24365
EPI_ISL_678076	20A-2	19B-2	2	5	7	4	1521,5791,18787,24365
EPI_ISL_678076	19A-2	20A-2	6	2	8	4	2099,6942,18787,24365
EPI_ISL_678076	19A-4	20A-2	6	2	8	4	1521,6942,18986,24365
EPI_ISL_678076	20A-1	19B-2	3	5	8	4	1521,5791,16524,24365
EPI_ISL_678076	20C-1	19B-2	3	5	8	4	532,5791,18787,24365
EPI_ISL_678076	19A-2	20A-1	6	3	9	4	2099,6942,16524,24365
EPI_ISL_678076	19A-4	20A-1	6	3	9	4	1521,6942,16723,24365
EPI_ISL_678076	19A-4	20C-1	6	3	9	4	532,6942,18986,24365
EPI_ISL_678076	19A-3	20A-2	8	2	10	4	1521,4556,18787,23548
EPI_ISL_678076	20A-2	19B-3	2	8	10	4	1521,5791,20613,24365
EPI_ISL_678076	19A-3	20A-1	8	3	11	4	1521,4556,16524,23548
EPI_ISL_678076	19A-3	20C-1	8	3	11	4	532,4556,18787,23548
EPI_ISL_678076	20A-1	19B-3	3	8	11	4	1521,5791,18350,24365
